Вартість (грн),Обрамлення,Потужність (л/г),Охоронний статус,Ступінь небезпеки,Матеріал,Лояльність клієнта,Статус проєкта
964.0,Стандартне,16.38,Не охороняється,Помірна,Льон,2.18,Заблоковано
518.76,Стандартне,29.39,Невелике занепокоєння,Безпечний,Залізо,0.14,Узгоджено
681.28,Просте,43.17,Не охороняється,Висока,Залізо,4.81,Узгоджено
794.38,Просте,54.14,Невелике занепокоєння,Помірна,Скло,1.92,Узгоджено
866.08,Коштовне,25.79,Невелике занепокоєння,Безпечний,Скло,2.55,Заблоковано
836.93,Коштовне,48.51,Вищий статус охорони,Висока,Льон,1.64,Узгоджено
670.24,Коштовне,49.5,Невелике занепокоєння,Безпечний,Залізо,2.62,Узгоджено
611.01,Просте,17.29,Вищий статус охорони,Безпечний,Поліпропілен,1.73,Узгоджено
788.95,Просте,50.9,Невелике занепокоєння,Помірна,Скло,2.68,Узгоджено
910.31,Просте,36.41,Вищий статус охорони,Помірна,Поліпропілен,1.34,Заблоковано
722.68,Просте,46.19,Невелике занепокоєння,Помірна,Скло,0.47,Узгоджено
899.3,Просте,20.34,Невелике занепокоєння,Висока,Льон,6.23,Заблоковано
922.5,Просте,64.02,Вищий статус охорони,Безпечний,Залізо,5.87,Узгоджено
1036.14,Стандартне,59.43,Невелике занепокоєння,Безпечний,Льон,5.56,Заблоковано
1244.92,Стандартне,52.35,Вищий статус охорони,Безпечний,Льон,4.36,Заблоковано
1035.44,Просте,55.71,Невелике занепокоєння,Помірна,Поліпропілен,0.93,Заблоковано
980.47,Просте,60.19,Не охороняється,Помірна,Поліпропілен,3.93,Заблоковано
843.61,Просте,40.46,Не охороняється,Безпечний,Льон,4.15,Узгоджено
886.53,Коштовне,58.8,Вищий статус охорони,Висока,Льон,0.0,Узгоджено
687.97,Просте,34.47,Не охороняється,Помірна,Льон,6.08,Узгоджено
735.1,Стандартне,46.42,Вищий статус охорони,Висока,Льон,1.29,Узгоджено
750.92,Просте,34.78,Не охороняється,Безпечний,Залізо,4.17,Узгоджено
837.21,Коштовне,12.68,Не охороняється,Помірна,Льон,0.71,Заблоковано
926.23,Коштовне,51.1,Вищий статус охорони,Висока,Поліпропілен,0.0,Заблоковано
968.89,Стандартне,75.07,Невелике занепокоєння,Помірна,Поліпропілен,1.66,Узгоджено
735.47,Коштовне,50.99,Вищий статус охорони,Помірна,Поліпропілен,1.66,Узгоджено
807.42,Стандартне,59.4,Не охороняється,Помірна,Скло,3.67,Узгоджено
687.62,Стандартне,32.16,Вищий статус охорони,Висока,Скло,5.19,Узгоджено
899.12,Стандартне,58.96,Невелике занепокоєння,Висока,Скло,0.0,Узгоджено
877.57,Коштовне,74.37,Невелике занепокоєння,Висока,Скло,1.87,Узгоджено
762.84,Стандартне,44.84,Невелике занепокоєння,Помірна,Поліпропілен,4.02,Узгоджено
1388.34,Стандартне,71.05,Невелике занепокоєння,Помірна,Поліпропілен,3.1,Заблоковано
1015.51,Стандартне,37.1,Не охороняється,Висока,Залізо,0.13,Заблоковано
1011.41,Стандартне,30.06,Вищий статус охорони,Висока,Скло,4.3,Заблоковано
1239.98,Стандартне,59.54,Вищий статус охорони,Висока,Залізо,4.28,Заблоковано
921.7,Стандартне,32.23,Не охороняється,Помірна,Залізо,4.05,Заблоковано
799.24,Просте,36.0,Невелике занепокоєння,Помірна,Залізо,3.0,Узгоджено
603.77,Коштовне,59.68,Не охороняється,Висока,Льон,0.73,Узгоджено
787.71,Коштовне,37.11,Не охороняється,Помірна,Скло,2.87,Узгоджено
957.7,Стандартне,33.87,Вищий статус охорони,Висока,Поліпропілен,5.7,Заблоковано
1037.51,Коштовне,27.8,Невелике занепокоєння,Помірна,Скло,2.49,Заблоковано
1199.27,Просте,49.5,Невелике занепокоєння,Безпечний,Льон,5.9,Заблоковано
1255.09,Коштовне,34.93,Вищий статус охорони,Помірна,Залізо,6.76,Заблоковано
1014.85,Просте,36.63,Вищий статус охорони,Помірна,Залізо,1.7,Заблоковано
756.56,Просте,3.46,Невелике занепокоєння,Помірна,Залізо,2.68,Узгоджено
1016.1,Стандартне,45.14,Невелике занепокоєння,Висока,Льон,1.53,Заблоковано
820.37,Коштовне,33.56,Невелике занепокоєння,Помірна,Поліпропілен,7.26,Узгоджено
1045.09,Просте,13.53,Вищий статус охорони,Помірна,Скло,1.78,Заблоковано
794.7,Просте,48.54,Не охороняється,Висока,Скло,3.32,Узгоджено
766.5,Стандартне,52.5,Вищий статус охорони,Помірна,Скло,4.28,Узгоджено
